,age,job,marital,default,balance
3066,21,Others,single,0,2488.0
3067,40,Others,married,0,2190.0
3068,22,Others,single,0,254.0
3069,28,Others,single,0,1579.0
3070,31,Others,married,0,330.0
3071,40,Others,married,0,938.0
3072,41,Others,single,0,5372.0
3073,24,Others,single,0,3176.0
3075,35,Others,single,0,0.0
3077,40,Others,married,0,180.0
3078,40,Others,married,0,4198.0
3079,48,Others,married,0,817.0
3080,45,admin.,married,0,5021.0
3081,36,admin.,married,0,991.0
3082,33,Others,single,0,133.0
3083,32,admin.,married,0,366.0
3085,39,Others,married,0,2939.0
3086,37,admin.,single,0,4803.0
3087,40,Others,married,0,1255.0
3088,40,Others,married,0,8556.0
3089,40,Others,married,0,588.0
3090,42,Others,married,0,994.0
3091,47,Others,married,0,820.0
3092,40,Others,married,0,203.0
3093,40,Others,married,0,86.0
3094,27,admin.,married,0,2855.0
3095,40,Others,married,0,474.0
3096,36,Others,married,0,203.0
3097,38,Others,married,0,7005.0
3098,40,Others,married,0,775.0
3099,40,Others,married,0,4112.0
3100,30,admin.,single,0,255.0
3101,40,Others,married,0,243.0
3102,42,Others,single,0,942.0
3104,40,Others,married,0,992.0
3106,40,admin.,married,0,4629.0
3107,20,Others,single,0,829.0
3108,39,admin.,married,0,0.0
3109,44,Others,married,0,2776.0
3110,40,Others,married,0,279.0
3111,36,Others,single,0,129.0
3112,48,Others,married,0,157.0
3113,40,Others,married,0,659.0
3114,30,Others,married,0,2493.0
3115,36,Others,married,0,3949.0
3116,40,Others,married,0,997.0
3117,33,Others,married,0,1699.0
3118,40,Others,married,0,1181.0
3119,40,admin.,married,0,0.0
3120,34,admin.,married,0,0.0
3121,40,Others,married,0,1948.0
3122,40,Others,married,0,306.0
3123,40,Others,married,0,18967.0
3124,28,admin.,single,0,261.0
3126,36,Others,married,0,202.0
3127,45,Others,single,0,4831.0
3128,40,Others,married,0,264.0
3129,33,Others,single,0,278.0
3130,40,Others,married,0,7802.0
3131,40,Others,married,0,3629.0
3132,45,Others,married,0,547.0
3133,30,Others,single,0,4468.0
3134,40,Others,married,0,1989.0
3135,40,Others,married,0,2645.0
3136,30,Others,single,0,4060.0
3137,33,Others,married,0,303.0
3138,40,Others,married,0,2600.0
3139,44,Others,married,0,1818.0
3140,37,admin.,single,0,728.0
3141,40,Others,married,0,955.0
3142,37,Others,single,0,265.0
3143,34,Others,married,0,123.0
3144,40,Others,married,0,4807.0
3145,45,admin.,married,0,205.0
3146,40,Others,married,0,2812.0
3147,40,Others,married,0,6571.0
3148,39,Others,married,0,2758.0
3150,32,Others,single,0,0.0
3151,40,Others,married,0,2223.0
3153,40,admin.,married,0,602.0
3154,41,Others,single,0,1646.0
3155,35,Others,single,0,415.0
3156,40,Others,married,0,2354.0
3157,38,Others,married,0,318.0
3158,48,Others,married,0,1730.0
3159,25,Others,married,0,448.0
3160,36,admin.,single,0,994.0
3161,29,Others,single,0,19.0
3162,40,Others,married,0,1625.0
3163,46,Others,married,0,1144.0
3164,23,admin.,single,0,897.0
3166,30,Others,married,0,1996.0
3167,22,Others,single,0,216.0
3168,45,admin.,married,0,1206.0
3169,40,Others,married,0,1855.0
3170,35,Others,married,0,62.0
3171,33,Others,married,0,1536.0
3172,40,Others,married,0,824.0
3173,24,Others,single,0,235.0
3174,18,Others,single,0,108.0
3175,40,Others,married,0,2331.0
3176,27,Others,single,0,390.0
3177,35,admin.,single,0,-32.0
3178,39,Others,single,0,172.0
3179,40,admin.,married,0,10541.0
3180,23,Others,single,0,480.0
3181,34,admin.,married,0,2374.0
3182,36,Others,single,0,479.0
3183,40,Others,married,0,94.0
3184,36,Others,single,0,417.0
3185,40,Others,married,0,2557.0
3186,40,Others,married,0,589.0
3189,40,Others,married,0,2155.0
3191,44,Others,married,0,1791.0
3192,40,Others,married,0,2206.0
3193,27,Others,single,0,5291.0
3194,40,Others,married,0,638.0
3195,30,admin.,single,0,4448.0
3196,40,Others,married,0,5267.0
3197,40,Others,married,0,3324.0
3198,28,Others,married,0,61.0
3199,35,Others,married,0,0.0
3200,40,Others,married,0,116.0
3201,42,Others,married,0,413.0
3202,35,Others,single,0,353.0
3203,40,Others,married,0,1712.0
3204,40,Others,married,0,523.0
3205,34,Others,married,0,1454.0
3206,40,Others,married,0,9367.0
3207,40,Others,married,0,291.0
3208,40,Others,married,0,846.0
3209,36,Others,married,0,341.0
3210,29,Others,single,0,113.0
3211,34,Others,single,0,13014.0
3212,26,Others,single,0,632.0
3213,41,Others,married,0,27696.0
3214,47,Others,married,0,3715.0
3215,40,Others,married,0,4675.0
3216,32,Others,married,0,3271.0
3217,21,Others,single,0,123.0
3218,40,Others,married,0,10185.0
3219,29,Others,single,0,1026.0
3220,32,Others,married,0,905.0
3221,38,Others,married,0,775.0
3222,48,Others,married,0,926.0
3223,46,Others,married,0,349.0
3224,32,Others,married,0,484.0
3225,49,Others,married,0,1830.0
3226,37,Others,married,0,2987.0
3227,37,Others,single,0,197.0
3228,23,Others,single,0,431.0
3229,40,admin.,married,0,169.0
3230,45,Others,married,0,226.0
3231,30,Others,single,0,2424.0
3232,23,Others,single,0,1234.0
3233,34,Others,married,0,271.0
3234,27,Others,single,0,-69.0
3235,28,Others,single,0,1562.0
3237,27,Others,single,0,535.0
3238,34,Others,single,0,2159.0
3239,40,Others,married,0,195.0
3240,28,Others,single,0,154.0
3241,35,Others,single,0,681.0
3242,40,Others,married,0,2326.0
3243,40,Others,married,0,961.0
3244,26,admin.,single,0,2532.0
3245,38,Others,single,0,455.0
3246,40,Others,married,0,2013.0
3247,47,Others,married,0,1568.0
3248,22,Others,single,0,1215.0
3249,40,Others,married,0,121.0
3251,40,Others,married,0,597.0
3252,39,Others,single,0,763.0
3253,27,Others,single,0,326.0
3254,35,Others,married,0,1380.0
3255,40,Others,married,0,0.0
3256,47,admin.,married,0,368.0
3258,45,Others,single,0,483.0
3259,37,Others,married,0,7620.0
3260,29,Others,single,0,805.0
3261,40,Others,single,0,0.0
3262,32,Others,married,0,302.0
3263,20,Others,single,0,215.0
3264,48,Others,married,0,5473.0
3265,40,admin.,married,0,106.0
3266,40,Others,married,0,2346.0
3268,40,admin.,single,0,2227.0
3270,27,Others,single,0,195.0
3271,40,Others,married,0,973.0
3272,40,Others,married,0,7766.0
3273,22,Others,single,0,948.0
3274,40,Others,married,0,2149.0
3275,40,Others,married,0,1413.0
3276,40,Others,married,0,117.0
3278,33,Others,married,0,71.0
3279,40,Others,married,0,1938.0
3280,30,Others,single,0,5359.0
3281,40,Others,married,0,519.0
3282,28,Others,single,0,-46.0
3283,27,Others,single,0,1075.0
3284,38,Others,single,0,91.0
3285,28,Others,single,0,598.0
3286,37,Others,single,0,1027.0
3287,47,Others,married,0,235.0
3289,42,Others,married,0,4945.0
3290,27,Others,single,0,311.0
3291,25,Others,single,0,154.0
3293,29,Others,single,0,7585.0
3294,29,Others,single,0,2489.0
3295,40,Others,married,0,2896.0
3296,32,Others,single,0,354.0
3297,32,Others,married,0,2667.0
3298,42,Others,married,0,144.0
3299,26,admin.,single,0,760.0
3300,40,Others,single,0,1050.0
3301,26,Others,single,0,5296.0
3302,40,admin.,married,0,12980.0
3303,25,Others,single,0,509.0
3304,40,Others,married,0,1644.0
3305,40,Others,married,0,451.0
3306,39,Others,married,0,53.0
3307,40,Others,single,0,334.0
3308,37,Others,married,0,6771.0
3309,36,Others,married,0,52.0
3311,40,Others,married,0,4761.0
3312,31,Others,married,0,1570.0
3314,40,Others,married,0,957.0
3315,33,Others,single,0,224.0
3316,35,Others,married,0,2161.0
3317,40,Others,married,0,426.0
3318,31,Others,single,0,147.0
3319,40,Others,married,0,508.0
3320,35,Others,married,0,294.0
3321,28,Others,single,0,1825.0
3322,34,Others,married,0,158.0
3323,33,Others,married,0,0.0
3324,36,Others,married,0,4721.0
3325,44,Others,married,0,282.0
3326,19,Others,single,0,108.0
3327,28,Others,single,0,187.0
3328,40,Others,married,0,3764.0
3329,40,Others,married,0,1416.0
3330,40,Others,married,0,2801.0
3331,39,Others,married,0,494.0
3332,37,Others,married,0,1978.0
3333,40,Others,married,0,155.0
3334,40,admin.,married,0,4608.0
3335,40,Others,married,0,951.0
3336,36,Others,married,0,495.0
3337,40,Others,married,0,1843.0
3338,35,Others,married,0,262.0
3340,40,Others,married,0,3561.0
3341,38,Others,single,0,465.0
3342,38,Others,married,0,76.0
3343,40,admin.,married,0,1796.0
3344,29,Others,single,0,874.0
3345,40,Others,married,0,2140.0
3346,35,Others,single,0,295.0
3347,35,admin.,married,0,304.0
3349,25,Others,single,0,303.0
3350,46,Others,married,0,273.0
3351,40,Others,married,0,3342.0
3352,35,Others,single,0,1227.0
3353,22,Others,single,0,283.0
3354,31,Others,single,0,3384.0
3356,35,Others,single,0,5958.0
3357,40,admin.,married,0,3735.0
3358,40,Others,married,0,2693.0
3359,29,Others,single,0,655.0
3360,30,Others,single,0,1681.0
3361,28,Others,single,0,866.0
3362,43,Others,married,0,774.0
3363,37,Others,married,0,2678.0
3364,40,Others,married,0,3371.0
3365,40,Others,married,0,10583.0
3366,33,Others,single,0,4176.0
3367,47,Others,single,0,334.0
3368,39,Others,single,0,393.0
3369,30,Others,single,0,916.0
3370,28,admin.,single,0,832.0
3372,23,Others,single,0,488.0
3373,40,Others,single,0,1947.0
3376,47,Others,married,0,288.0
3377,27,Others,single,0,6036.0
3378,26,Others,single,0,3.0
3380,40,Others,married,0,81204.0
3381,40,Others,married,0,5236.0
3382,46,Others,married,0,2466.0
3383,45,Others,married,0,1348.0
3384,40,Others,married,0,7929.0
3385,47,admin.,married,0,70.0
3386,40,admin.,married,0,459.0
3387,40,Others,married,0,2102.0
3388,19,Others,single,0,394.0
3389,24,Others,single,0,4126.0
3391,40,Others,married,0,9001.0
3392,29,Others,single,0,560.0
3393,30,Others,married,0,102.0
3394,32,Others,single,0,1088.0
3395,33,Others,single,0,562.0
3396,33,Others,single,0,718.0
3397,40,Others,married,0,230.0
3398,27,Others,single,0,-67.0
3399,40,Others,married,0,3848.0
3400,36,Others,single,0,579.0
3401,26,Others,single,0,1646.0
3402,31,admin.,married,0,1229.0
3403,25,Others,single,0,129.0
3404,49,admin.,married,0,197.0
3405,30,Others,single,0,3779.0
3406,32,Others,single,0,2016.0
3407,36,Others,single,0,436.0
3408,38,Others,married,0,413.0
3409,45,Others,single,0,116.0
3410,36,Others,single,0,62.0
3411,23,Others,single,0,107.0
3412,38,Others,married,0,497.0
3413,44,Others,married,0,2557.0
3414,35,Others,single,0,2646.0
3415,40,Others,married,0,3771.0
3416,26,Others,single,0,1066.0
3417,40,Others,married,0,1.0
3418,30,Others,single,0,232.0
3419,36,Others,married,0,1177.0
3420,39,Others,married,0,603.0
3421,24,Others,single,0,736.0
3422,22,Others,single,0,129.0
3423,36,Others,married,0,-115.0
3424,22,Others,single,0,104.0
3425,34,Others,married,0,589.0
3426,22,Others,single,0,3472.0
3427,40,Others,married,0,2845.0
3428,30,Others,single,0,7529.0
3431,39,Others,single,0,1672.0
3432,38,Others,single,0,1711.0
3433,24,admin.,single,0,1295.0
3434,30,Others,single,0,2046.0
3435,29,Others,single,0,455.0
3436,25,Others,single,0,722.0
3437,40,Others,married,0,371.0
3438,40,Others,married,0,997.0
3439,40,Others,married,0,206.0
3440,40,Others,married,0,820.0
3441,31,admin.,single,0,410.0
3442,42,Others,married,0,1216.0
3443,43,Others,single,0,11115.0
3444,40,Others,married,0,796.0
3446,40,Others,married,0,1780.0
3448,35,Others,married,0,2779.0
3449,26,Others,single,0,222.0
3450,45,Others,single,0,0.0
3451,29,Others,single,0,1445.0
3452,30,Others,single,0,655.0
3453,26,Others,single,0,77.0
3454,40,Others,married,0,115.0
3455,37,Others,single,0,2722.0
3456,26,Others,single,0,1438.0
3457,40,admin.,married,0,140.0
3458,30,admin.,single,0,915.0
3459,40,Others,married,0,1058.0
3460,40,Others,married,0,0.0
3461,40,Others,married,0,4984.0
3462,30,Others,single,0,697.0
3463,40,Others,married,0,4787.0
3464,40,Others,married,0,962.0
3465,40,Others,married,0,1320.0
3466,29,Others,single,0,2955.0
3467,41,Others,married,0,0.0
3468,40,Others,married,0,12067.0
3469,45,admin.,married,0,3006.0
3470,32,Others,single,0,388.0
3471,41,Others,married,0,0.0
3472,37,Others,married,0,565.0
3473,19,Others,single,0,329.0
3475,40,Others,single,0,72.0
3476,30,Others,married,0,4328.0
3477,40,Others,married,0,395.0
3478,49,admin.,married,0,0.0
3479,45,admin.,married,0,205.0
3480,48,Others,married,0,1730.0
3481,40,Others,married,0,5.0
3482,34,Others,single,0,1965.0
3483,29,Others,single,0,19.0
3484,40,Others,married,0,7802.0
3485,40,Others,married,0,2352.0
3486,40,Others,married,0,155.0
3487,26,Others,single,0,401.0
3488,33,admin.,married,0,79.0
3489,41,Others,single,0,1646.0
3490,28,Others,single,0,437.0
3491,40,Others,married,0,935.0
3492,29,Others,single,0,2929.0
3493,40,Others,married,0,2304.0
3494,18,Others,single,0,348.0
3495,46,Others,married,0,640.0
3496,37,Others,married,0,88.0
3497,37,Others,married,0,2283.0
3498,32,Others,married,0,473.0
3499,40,Others,married,0,0.0
3500,40,Others,married,0,397.0
3501,35,Others,married,0,62.0
3502,40,Others,married,0,3634.0
3503,46,Others,married,0,273.0
3505,34,Others,married,0,133.0
3506,40,Others,married,0,1624.0
3507,33,Others,married,0,386.0
3508,23,Others,single,0,2530.0
3509,34,Others,single,0,2838.0
3510,32,Others,single,0,1026.0
3511,40,Others,married,0,2206.0
3512,40,admin.,married,0,260.0
3514,37,Others,married,0,2987.0
3515,48,Others,married,0,1230.0
3516,28,Others,single,0,2335.0
3517,35,Others,married,0,8000.0
3518,29,Others,single,0,-27.0
3519,40,Others,married,0,1146.0
3520,40,Others,single,0,1004.0
3521,37,Others,single,0,197.0
3522,40,admin.,married,0,169.0
3523,37,Others,married,0,393.0
3524,37,admin.,married,0,29.0
3525,34,admin.,married,0,920.0
3526,50,admin.,married,0,3608.0
3527,40,Others,married,0,870.0
3528,40,Others,married,0,9367.0
3529,29,Others,single,0,1374.0
3530,40,Others,married,0,6027.0
3531,24,Others,single,0,1.0
3532,46,Others,married,0,349.0
3533,27,Others,single,0,39.0
3534,40,Others,married,0,583.0
3535,38,Others,married,0,1276.0
3536,33,Others,single,0,2364.0
3537,40,admin.,married,0,53.0
3538,40,Others,married,0,1612.0
3540,40,Others,married,0,3114.0
3541,41,admin.,married,0,1.0
3542,29,admin.,single,0,1070.0
3543,40,Others,married,0,195.0
3544,30,Others,single,0,3144.0
3545,37,Others,married,0,3236.0
3546,40,Others,married,0,3208.0
3547,47,Others,married,0,1568.0
3548,40,Others,married,0,1191.0
3549,46,Others,married,0,706.0
3550,31,Others,single,0,2616.0
3551,21,Others,single,0,215.0
3552,40,Others,married,0,3230.0
3553,40,admin.,single,0,726.0
3554,25,Others,single,0,3713.0
3555,40,Others,married,0,0.0
3556,30,admin.,single,0,265.0
3557,29,Others,single,0,70.0
3558,40,Others,married,0,388.0
3559,40,Others,married,0,1727.0
3560,38,Others,married,0,205.0
3561,33,Others,single,0,2881.0
3562,31,Others,single,0,846.0
3563,40,Others,married,0,2266.0
3564,28,Others,married,0,742.0
3565,40,Others,married,0,2149.0
3566,32,admin.,single,0,344.0
3567,40,Others,married,0,1430.0
3569,46,Others,married,0,38.0
3570,40,Others,married,0,3538.0
3572,45,Others,married,0,1831.0
3573,40,Others,married,0,641.0
3574,40,Others,married,0,1047.0
3575,29,Others,married,0,8103.0
3576,33,Others,single,0,523.0
3577,48,Others,married,0,0.0
3578,26,Others,single,0,515.0
3579,40,admin.,married,0,8304.0
3580,36,Others,married,0,1368.0
3581,33,admin.,single,0,272.0
3582,28,Others,single,0,-46.0
3583,28,Others,single,0,168.0
3584,31,Others,single,0,515.0
3585,28,Others,single,0,223.0
3586,49,admin.,single,0,228.0
3587,27,Others,single,0,644.0
3588,28,admin.,married,0,330.0
3589,40,admin.,married,0,952.0
3590,30,Others,single,0,1165.0
3591,38,admin.,married,0,0.0
3594,40,Others,married,0,48.0
3595,28,Others,single,0,187.0
3596,40,Others,married,0,8304.0
3597,39,Others,married,0,276.0
3598,31,Others,single,0,147.0
3599,39,Others,married,0,323.0
3600,30,Others,single,0,799.0
3601,40,Others,married,0,2540.0
3602,29,Others,single,0,322.0
3603,36,Others,married,0,495.0
3604,24,Others,single,0,358.0
3605,30,Others,single,0,2371.0
3606,21,Others,single,0,53.0
3607,27,admin.,single,0,861.0
3608,40,admin.,married,0,602.0
3609,40,admin.,married,0,4041.0
3611,26,Others,single,0,12.0
3612,40,Others,married,0,1742.0
3613,32,Others,single,0,46.0
3615,37,admin.,married,0,3221.0
3616,27,Others,single,0,1720.0
3617,45,Others,single,0,2033.0
3618,40,Others,married,0,3189.0
3620,40,Others,married,0,1230.0
3621,30,Others,single,0,572.0
3622,39,Others,single,0,1435.0
3623,24,Others,single,0,403.0
3624,49,Others,married,0,1071.0
3625,34,Others,married,0,3301.0
3626,46,Others,married,0,1723.0
3627,32,Others,single,0,705.0
3628,40,Others,married,0,955.0
3629,25,Others,single,0,303.0
3632,33,Others,single,0,224.0
3633,36,Others,single,0,538.0
3634,40,Others,married,0,5397.0
3635,25,Others,single,0,1957.0
3636,43,Others,married,0,774.0
3637,37,Others,single,0,1188.0
3638,49,Others,married,0,1167.0
3640,27,Others,single,0,3145.0
3641,29,Others,single,0,825.0
3642,37,Others,married,0,122.0
3643,47,Others,single,0,334.0
3644,38,Others,single,0,623.0
3645,48,Others,single,0,86.0
3647,39,Others,single,0,393.0
3648,49,admin.,single,0,293.0
3650,45,Others,married,0,2724.0
3651,40,Others,married,0,2391.0
3652,40,Others,married,0,11.0
3653,31,Others,single,0,54.0
3654,40,Others,married,0,3109.0
3655,41,admin.,married,0,3126.0
3656,23,Others,single,0,488.0
3657,35,Others,married,0,978.0
3658,33,Others,single,0,718.0
3660,48,admin.,single,0,1544.0
3661,43,Others,single,0,0.0
3662,32,Others,single,0,4071.0
3664,32,Others,single,0,12569.0
3665,40,Others,married,0,2896.0
3666,28,Others,single,0,196.0
3667,31,Others,single,0,1027.0
3668,26,Others,single,0,463.0
3669,31,Others,single,0,3511.0
3671,28,Others,single,0,198.0
3672,30,Others,single,0,0.0
3673,24,admin.,single,0,674.0
3674,32,Others,single,0,623.0
3676,40,Others,married,0,259.0
3677,37,Others,married,0,432.0
3678,48,Others,single,0,159.0
3679,40,Others,married,0,657.0
3680,29,Others,single,0,1808.0
3682,47,Others,single,0,6651.0
3683,40,Others,married,0,2795.0
3684,28,Others,single,1,1414.0
3685,31,Others,married,0,2666.0
3686,40,Others,married,0,668.0
3687,29,Others,single,0,502.0
3688,23,Others,single,0,1809.0
3689,34,Others,single,0,267.0
3690,40,Others,married,0,2473.0
3691,19,Others,single,0,372.0
3692,35,Others,single,0,484.0
3693,38,admin.,married,0,1767.0
3694,32,Others,single,0,491.0
3695,50,Others,married,0,558.0
3696,27,Others,single,0,337.0
3697,40,admin.,single,0,654.0
3698,35,Others,married,0,2427.0
3699,43,admin.,single,0,386.0
3700,30,Others,single,0,251.0
3701,40,Others,married,0,1044.0
3702,31,Others,single,0,2907.0
3704,25,Others,single,0,1857.0
3705,33,Others,single,0,1962.0
3707,24,Others,single,0,1123.0
3708,27,Others,single,0,643.0
3709,36,Others,single,0,62.0
3710,26,Others,single,0,2007.0
3711,40,Others,married,0,3463.0
3713,23,Others,single,0,1298.0
3714,41,Others,single,0,5329.0
3715,40,Others,married,0,6181.0
3716,40,Others,married,0,1255.0
3717,27,Others,single,0,132.0
3718,34,Others,single,0,2733.0
3720,35,Others,married,0,724.0
3721,28,Others,single,0,205.0
3722,40,Others,married,0,154.0
3723,30,Others,single,0,232.0
3725,46,admin.,married,0,5021.0
3726,40,Others,married,0,2469.0
3727,40,Others,married,0,180.0
3728,29,Others,single,0,658.0
3729,35,Others,married,0,2918.0
3730,40,Others,married,0,588.0
3731,22,Others,single,0,423.0
3732,19,Others,single,0,302.0
3734,48,Others,married,0,817.0
3735,33,Others,married,0,183.0
3736,34,Others,married,0,806.0
3737,46,Others,married,0,9299.0
3738,40,admin.,married,0,478.0
3740,32,Others,married,0,762.0
